"TIME","GEO","UNIT","ROADUSER","Value"
"2010","Lithuania","Number","Pedestrian",":"
"2010","Luxembourg","Number","Driver","25"
"2010","Luxembourg","Number","Passenger","6"
"2010","Luxembourg","Number","Pedestrian","1"
"2010","Hungary","Number","Driver","387"
"2010","Hungary","Number","Passenger","161"
"2010","Hungary","Number","Pedestrian","192"
"2010","Malta","Number","Driver","7"
"2010","Malta","Number","Passenger","4"
"2010","Malta","Number","Pedestrian","2"
"2010","Netherlands","Number","Driver","409"
"2010","Netherlands","Number","Passenger","66"
"2010","Netherlands","Number","Pedestrian","62"
"2010","Austria","Number","Driver","374"
"2010","Austria","Number","Passenger","80"
"2010","Austria","Number","Pedestrian","98"
"2010","Poland","Number","Driver","1,859"
"2010","Poland","Number","Passenger","813"
"2010","Poland","Number","Pedestrian","1,236"
"2010","Portugal","Number","Driver","552"
"2010","Portugal","Number","Passenger","190"
"2010","Portugal","Number","Pedestrian","195"
"2010","Romania","Number","Driver","927"
"2010","Romania","Number","Passenger","580"
"2010","Romania","Number","Pedestrian","868"
"2010","Slovenia","Number","Driver","89"
"2010","Slovenia","Number","Passenger","22"
"2010","Slovenia","Number","Pedestrian","26"
"2010","Slovakia","Number","Driver","170"
"2010","Slovakia","Number","Passenger","75"
"2010","Slovakia","Number","Pedestrian","126"
"2010","Finland","Number","Driver","190"
"2010","Finland","Number","Passenger","47"
"2010","Finland","Number","Pedestrian","35"
"2010","Sweden","Number","Driver","190"
"2010","Sweden","Number","Passenger","40"
"2010","Sweden","Number","Pedestrian","31"
"2010","United Kingdom","Number","Driver","1,178"
"2010","United Kingdom","Number","Passenger","312"
"2010","United Kingdom","Number","Pedestrian","415"
"2010","Iceland","Number","Driver","4"
"2010","Iceland","Number","Passenger","2"
"2010","Iceland","Number","Pedestrian","2"
"2010","Liechtenstein","Number","Driver","0"
"2010","Liechtenstein","Number","Passenger","0"
"2010","Liechtenstein","Number","Pedestrian","0"
"2010","Norway","Number","Driver","144"
"2010","Norway","Number","Passenger","40"
"2010","Norway","Number","Pedestrian","24"
"2010","Switzerland","Number","Driver","211"
"2010","Switzerland","Number","Passenger","41"
"2010","Switzerland","Number","Pedestrian","75"
"2011","Belgium","Number","Driver","626"
"2011","Belgium","Number","Passenger","122"
"2011","Belgium","Number","Pedestrian","113"
"2011","Bulgaria","Number","Driver",":"
"2011","Bulgaria","Number","Passenger",":"
"2011","Bulgaria","Number","Pedestrian",":"
"2011","Czech Republic","Number","Driver","453"
"2011","Czech Republic","Number","Passenger","144"
"2011","Czech Republic","Number","Pedestrian","176"
"2011","Denmark","Number","Driver","151"
"2011","Denmark","Number","Passenger","36"
"2011","Denmark","Number","Pedestrian","33"
"2011","Germany (until 1990 former territory of the FRG)","Number","Driver","2,826"
"2011","Germany (until 1990 former territory of the FRG)","Number","Passenger","569"
"2011","Germany (until 1990 former territory of the FRG)","Number","Pedestrian","614"
"2011","Estonia","Number","Driver","52"
"2011","Estonia","Number","Passenger","23"
"2011","Estonia","Number","Pedestrian","26"
"2011","Ireland","Number","Driver","105"
"2011","Ireland","Number","Passenger","34"
"2011","Ireland","Number","Pedestrian","47"
"2011","Greece","Number","Driver","713"
"2011","Greece","Number","Passenger","205"
"2011","Greece","Number","Pedestrian","223"
"2011","Spain","Number","Driver","1,291"
"2011","Spain","Number","Passenger","389"
"2011","Spain","Number","Pedestrian","380"
"2011","France","Number","Driver","2,763"
"2011","France","Number","Passenger","681"
"2011","France","Number","Pedestrian","519"
"2011","Croatia","Number","Driver","269"
"2011","Croatia","Number","Passenger","78"
"2011","Croatia","Number","Pedestrian","71"
"2011","Italy","Number","Driver","2,690"
"2011","Italy","Number","Passenger","581"
"2011","Italy","Number","Pedestrian","589"
"2011","Cyprus","Number","Driver","50"
"2011","Cyprus","Number","Passenger","8"
"2011","Cyprus","Number","Pedestrian","13"
"2011","Latvia","Number","Driver","81"
"2011","Latvia","Number","Passenger","38"
"2011","Latvia","Number","Pedestrian","60"
"2011","Lithuania","Number","Driver",":"
"2011","Lithuania","Number","Passenger",":"
"2011","Lithuania","Number","Pedestrian",":"
"2011","Luxembourg","Number","Driver","22"
"2011","Luxembourg","Number","Passenger","5"
"2011","Luxembourg","Number","Pedestrian","6"
"2011","Hungary","Number","Driver","368"
"2011","Hungary","Number","Passenger","146"
"2011","Hungary","Number","Pedestrian","124"
"2011","Malta","Number","Driver",":"
"2011","Malta","Number","Passenger",":"
"2011","Malta","Number","Pedestrian",":"
"2011","Netherlands","Number","Driver","423"
"2011","Netherlands","Number","Passenger","56"
"2011","Netherlands","Number","Pedestrian","65"
"2011","Austria","Number","Driver","357"
"2011","Austria","Number","Passenger","79"
"2011","Austria","Number","Pedestrian","87"
"2011","Poland","Number","Driver","1,945"
"2011","Poland","Number","Passenger","836"
"2011","Poland","Number","Pedestrian","1,408"
"2011","Portugal","Number","Driver","531"
"2011","Portugal","Number","Passenger","161"
"2011","Portugal","Number","Pedestrian","199"
"2011","Romania","Number","Driver","809"
"2011","Romania","Number","Passenger","462"
"2011","Romania","Number","Pedestrian","747"
"2011","Slovenia","Number","Driver","98"
"2011","Slovenia","Number","Passenger","22"
"2011","Slovenia","Number","Pedestrian","21"
"2011","Slovakia","Number","Driver",":"
"2011","Slovakia","Number","Passenger",":"
"2011","Slovakia","Number","Pedestrian",":"
"2011","Finland","Number","Driver","198"
"2011","Finland","Number","Passenger","53"
"2011","Finland","Number","Pedestrian","41"
"2011","Sweden","Number","Driver","203"
"2011","Sweden","Number","Passenger","50"
"2011","Sweden","Number","Pedestrian","53"
"2011","United Kingdom","Number","Driver","1,185"
"2011","United Kingdom","Number","Passenger","309"
"2011","United Kingdom","Number","Pedestrian","466"
"2011","Iceland","Number","Driver","7"
"2011","Iceland","Number","Passenger","1"
"2011","Iceland","Number","Pedestrian","4"
"2011","Liechtenstein","Number","Driver",":"
"2011","Liechtenstein","Number","Passenger",":"
"2011","Liechtenstein","Number","Pedestrian",":"
"2011","Norway","Number","Driver","118"
"2011","Norway","Number","Passenger","34"
"2011","Norway","Number","Pedestrian","16"
"2011","Switzerland","Number","Driver","216"
"2011","Switzerland","Number","Passenger","35"
"2011","Switzerland","Number","Pedestrian","69"
"2012","Belgium","Number","Driver","562"
"2012","Belgium","Number","Passenger","104"
"2012","Belgium","Number","Pedestrian","104"
"2012","Bulgaria","Number","Driver",":"
"2012","Bulgaria","Number","Passenger",":"
"2012","Bulgaria","Number","Pedestrian",":"
"2012","Czech Republic","Number","Driver","453"
"2012","Czech Republic","Number","Passenger","126"
"2012","Czech Republic","Number","Pedestrian","163"
"2012","Denmark","Number","Driver","114"
"2012","Denmark","Number","Passenger","22"
"2012","Denmark","Number","Pedestrian","31"
"2012","Germany (until 1990 former territory of the FRG)","Number","Driver","2,597"
"2012","Germany (until 1990 former territory of the FRG)","Number","Passenger","476"
"2012","Germany (until 1990 former territory of the FRG)","Number","Pedestrian","527"
"2012","Estonia","Number","Driver","39"
"2012","Estonia","Number","Passenger","17"
"2012","Estonia","Number","Pedestrian","29"
"2012","Ireland","Number","Driver","101"
"2012","Ireland","Number","Passenger","32"
"2012","Ireland","Number","Pedestrian","29"
"2012","Greece","Number","Driver","651"
"2012","Greece","Number","Passenger","167"
"2012","Greece","Number","Pedestrian","170"
"2012","Spain","Number","Driver","1,165"
"2012","Spain","Number","Passenger","367"
"2012","Spain","Number","Pedestrian","370"
"2012","France","Number","Driver","2,523"
"2012","France","Number","Passenger","641"
"2012","France","Number","Pedestrian","489"
"2012","Croatia","Number","Driver","251"
"2012","Croatia","Number","Passenger","70"
"2012","Croatia","Number","Pedestrian","72"
"2012","Italy","Number","Driver","2,622"
"2012","Italy","Number","Passenger","555"
"2012","Italy","Number","Pedestrian","576"
"2012","Cyprus","Number","Driver","37"
"2012","Cyprus","Number","Passenger","4"
"2012","Cyprus","Number","Pedestrian","10"
"2012","Latvia","Number","Driver","86"
"2012","Latvia","Number","Passenger","29"
"2012","Latvia","Number","Pedestrian","62"
"2012","Lithuania","Number","Driver",":"
"2012","Lithuania","Number","Passenger",":"
"2012","Lithuania","Number","Pedestrian",":"
"2012","Luxembourg","Number","Driver","21"
"2012","Luxembourg","Number","Passenger","7"
"2012","Luxembourg","Number","Pedestrian","6"
"2012","Hungary","Number","Driver","328"
"2012","Hungary","Number","Passenger","121"
"2012","Hungary","Number","Pedestrian","156"
"2012","Malta","Number","Driver",":"
"2012","Malta","Number","Passenger",":"
"2012","Malta","Number","Pedestrian",":"
"2012","Netherlands","Number","Driver","431"
"2012","Netherlands","Number","Passenger","65"
"2012","Netherlands","Number","Pedestrian","64"
"2012","Austria","Number","Driver","374"
"2012","Austria","Number","Passenger","76"
"2012","Austria","Number","Pedestrian","81"
"2012","Poland","Number","Driver","1,756"
"2012","Poland","Number","Passenger","658"
"2012","Poland","Number","Pedestrian","1,157"
"2012","Portugal","Number","Driver","442"
"2012","Portugal","Number","Passenger","117"
"2012","Portugal","Number","Pedestrian","159"
"2012","Romania","Number","Driver","821"
"2012","Romania","Number","Passenger","493"
"2012","Romania","Number","Pedestrian","728"
"2012","Slovenia","Number","Driver","92"
"2012","Slovenia","Number","Passenger","19"
"2012","Slovenia","Number","Pedestrian","19"
"2012","Slovakia","Number","Driver",":"
"2012","Slovakia","Number","Passenger",":"
"2012","Slovakia","Number","Pedestrian",":"
"2012","Finland","Number","Driver","189"
"2012","Finland","Number","Passenger","37"
"2012","Finland","Number","Pedestrian","29"
"2012","Sweden","Number","Driver","176"
"2012","Sweden","Number","Passenger","32"
"2012","Sweden","Number","Pedestrian","50"
"2012","United Kingdom","Number","Driver","1,070"
"2012","United Kingdom","Number","Passenger","303"
"2012","United Kingdom","Number","Pedestrian","429"
"2012","Iceland","Number","Driver","6"
"2012","Iceland","Number","Passenger","1"
"2012","Iceland","Number","Pedestrian","2"
"2012","Liechtenstein","Number","Driver",":"
"2012","Liechtenstein","Number","Passenger",":"
"2012","Liechtenstein","Number","Pedestrian",":"
"2012","Norway","Number","Driver","102"
"2012","Norway","Number","Passenger","21"
"2012","Norway","Number","Pedestrian","22"
"2012","Switzerland","Number","Driver","210"
"2012","Switzerland","Number","Passenger","54"
"2012","Switzerland","Number","Pedestrian","75"
"2013","Belgium","Number","Driver","516"
"2013","Belgium","Number","Passenger","107"
"2013","Belgium","Number","Pedestrian","99"
"2013","Bulgaria","Number","Driver",":"
"2013","Bulgaria","Number","Passenger",":"
"2013","Bulgaria","Number","Pedestrian",":"
"2013","Czech Republic","Number","Driver","389"
"2013","Czech Republic","Number","Passenger","103"
"2013","Czech Republic","Number","Pedestrian","162"
"2013","Denmark","Number","Driver","121"
"2013","Denmark","Number","Passenger","37"
"2013","Denmark","Number","Pedestrian","33"
"2013","Germany (until 1990 former territory of the FRG)","Number","Driver","2,309"
"2013","Germany (until 1990 former territory of the FRG)","Number","Passenger","469"
"2013","Germany (until 1990 former territory of the FRG)","Number","Pedestrian","561"
"2013","Estonia","Number","Driver","45"
"2013","Estonia","Number","Passenger","12"
"2013","Estonia","Number","Pedestrian","23"
"2013","Ireland","Number","Driver","124"
"2013","Ireland","Number","Passenger","33"
"2013","Ireland","Number","Pedestrian","31"
"2013","Greece","Number","Driver","582"
"2013","Greece","Number","Passenger","146"
"2013","Greece","Number","Pedestrian","151"
"2013","Spain","Number","Driver","1,018"
"2013","Spain","Number","Passenger","291"
"2013","Spain","Number","Pedestrian","371"
"2013","France","Number","Driver","2,279"
"2013","France","Number","Passenger","524"
"2013","France","Number","Pedestrian","465"
"2013","Croatia","Number","Driver","215"
"2013","Croatia","Number","Passenger","84"
"2013","Croatia","Number","Pedestrian","69"
"2013","Italy","Number","Driver","2,308"
"2013","Italy","Number","Passenger","542"
"2013","Italy","Number","Pedestrian","551"
"2013","Cyprus","Number","Driver","29"
"2013","Cyprus","Number","Passenger","7"
"2013","Cyprus","Number","Pedestrian","8"
"2013","Latvia","Number","Driver","83"
"2013","Latvia","Number","Passenger","26"
"2013","Latvia","Number","Pedestrian","70"
"2013","Lithuania","Number","Driver","105"
"2013","Lithuania","Number","Passenger","52"
"2013","Lithuania","Number","Pedestrian","96"
"2013","Luxembourg","Number","Driver","35"
"2013","Luxembourg","Number","Passenger","5"
"2013","Luxembourg","Number","Pedestrian","5"
"2013","Hungary","Number","Driver","325"
"2013","Hungary","Number","Passenger","119"
"2013","Hungary","Number","Pedestrian","147"
"2013","Malta","Number","Driver",":"
"2013","Malta","Number","Passenger",":"
"2013","Malta","Number","Pedestrian",":"
"2013","Netherlands","Number","Driver","382"
"2013","Netherlands","Number","Passenger","43"
"2013","Netherlands","Number","Pedestrian","51"
"2013","Austria","Number","Driver","324"
"2013","Austria","Number","Passenger","49"
"2013","Austria","Number","Pedestrian","82"
"2013","Poland","Number","Driver","1,566"
"2013","Poland","Number","Passenger","651"
"2013","Poland","Number","Pedestrian","1,140"
"2013","Portugal","Number","Driver","387"
"2013","Portugal","Number","Passenger","106"
"2013","Portugal","Number","Pedestrian","144"
"2013","Romania","Number","Driver","720"
"2013","Romania","Number","Passenger","415"
"2013","Romania","Number","Pedestrian","726"
"2013","Slovenia","Number","Driver","88"
"2013","Slovenia","Number","Passenger","17"
"2013","Slovenia","Number","Pedestrian","20"
"2013","Slovakia","Number","Driver",":"
"2013","Slovakia","Number","Passenger",":"
"2013","Slovakia","Number","Pedestrian",":"
"2013","Finland","Number","Driver","181"
"2013","Finland","Number","Passenger","43"
"2013","Finland","Number","Pedestrian","34"
"2013","Sweden","Number","Driver","171"
"2013","Sweden","Number","Passenger","42"
"2013","Sweden","Number","Pedestrian","42"
"2013","United Kingdom","Number","Driver","1,078"
"2013","United Kingdom","Number","Passenger","287"
"2013","United Kingdom","Number","Pedestrian","405"
"2013","Iceland","Number","Driver","10"
"2013","Iceland","Number","Passenger","4"
"2013","Iceland","Number","Pedestrian","1"
"2013","Liechtenstein","Number","Driver",":"
"2013","Liechtenstein","Number","Passenger",":"
"2013","Liechtenstein","Number","Pedestrian",":"
"2013","Norway","Number","Driver","136"
"2013","Norway","Number","Passenger","33"
"2013","Norway","Number","Pedestrian","18"
"2013","Switzerland","Number","Driver","171"
"2013","Switzerland","Number","Passenger","29"
"2013","Switzerland","Number","Pedestrian","69"
"2014","Belgium","Number","Driver","511"
"2014","Belgium","Number","Passenger","96"
"2014","Belgium","Number","Pedestrian","106"
"2014","Bulgaria","Number","Driver",":"
"2014","Bulgaria","Number","Passenger",":"
"2014","Bulgaria","Number","Pedestrian",":"
"2014","Czech Republic","Number","Driver","451"
"2014","Czech Republic","Number","Passenger","107"
"2014","Czech Republic","Number","Pedestrian","130"
"2014","Denmark","Number","Driver","129"
"2014","Denmark","Number","Passenger","31"
"2014","Denmark","Number","Pedestrian","22"
"2014","Germany (until 1990 former territory of the FRG)","Number","Driver","2,421"
"2014","Germany (until 1990 former territory of the FRG)","Number","Passenger","429"
"2014","Germany (until 1990 former territory of the FRG)","Number","Pedestrian","527"
"2014","Estonia","Number","Driver","41"
"2014","Estonia","Number","Passenger","8"
"2014","Estonia","Number","Pedestrian","26"
"2014","Ireland","Number","Driver",":"
"2014","Ireland","Number","Passenger",":"
"2014","Ireland","Number","Pedestrian",":"
"2014","Greece","Number","Driver","540"
"2014","Greece","Number","Passenger","130"
"2014","Greece","Number","Pedestrian","125"
"2014","Spain","Number","Driver","1,043"
"2014","Spain","Number","Passenger","309"
"2014","Spain","Number","Pedestrian","336"
"2014","France","Number","Driver","2,364"
"2014","France","Number","Passenger","521"
"2014","France","Number","Pedestrian","499"
"2014","Croatia","Number","Driver","185"
"2014","Croatia","Number","Passenger","50"
"2014","Croatia","Number","Pedestrian","73"
"2014","Italy","Number","Driver","2,291"
"2014","Italy","Number","Passenger","512"
"2014","Italy","Number","Pedestrian","578"
"2014","Cyprus","Number","Driver","27"
"2014","Cyprus","Number","Passenger","7"
"2014","Cyprus","Number","Pedestrian","10"
"2014","Latvia","Number","Driver","88"
"2014","Latvia","Number","Passenger","53"
"2014","Latvia","Number","Pedestrian","71"
"2014","Lithuania","Number","Driver","97"
"2014","Lithuania","Number","Passenger","61"
"2014","Lithuania","Number","Pedestrian","109"
"2014","Luxembourg","Number","Driver","27"
"2014","Luxembourg","Number","Passenger","5"
"2014","Luxembourg","Number","Pedestrian","3"
"2014","Hungary","Number","Driver","360"
"2014","Hungary","Number","Passenger","114"
"2014","Hungary","Number","Pedestrian","152"
"2014","Malta","Number","Driver",":"
"2014","Malta","Number","Passenger",":"
"2014","Malta","Number","Pedestrian",":"
"2014","Netherlands","Number","Driver","382"
"2014","Netherlands","Number","Passenger","40"
"2014","Netherlands","Number","Pedestrian","50"
"2014","Austria","Number","Driver","315"
"2014","Austria","Number","Passenger","44"
"2014","Austria","Number","Pedestrian","71"
"2014","Poland","Number","Driver","1,545"
"2014","Poland","Number","Passenger","541"
"2014","Poland","Number","Pedestrian","1,116"
"2014","Portugal","Number","Driver","397"
"2014","Portugal","Number","Passenger","96"
"2014","Portugal","Number","Pedestrian","145"
"2014","Romania","Number","Driver","693"
"2014","Romania","Number","Passenger","428"
"2014","Romania","Number","Pedestrian","697"
"2014","Slovenia","Number","Driver",":"
"2014","Slovenia","Number","Passenger",":"
"2014","Slovenia","Number","Pedestrian",":"
"2014","Slovakia","Number","Driver",":"
"2014","Slovakia","Number","Passenger",":"
"2014","Slovakia","Number","Pedestrian",":"
"2014","Finland","Number","Driver","161"
"2014","Finland","Number","Passenger","32"
"2014","Finland","Number","Pedestrian","36"
"2014","Sweden","Number","Driver","178"
"2014","Sweden","Number","Passenger","40"
"2014","Sweden","Number","Pedestrian","52"
"2014","United Kingdom","Number","Driver","1,112"
"2014","United Kingdom","Number","Passenger","278"
"2014","United Kingdom","Number","Pedestrian","464"
"2014","Iceland","Number","Driver","2"
"2014","Iceland","Number","Passenger","2"
"2014","Iceland","Number","Pedestrian","0"
"2014","Liechtenstein","Number","Driver",":"
"2014","Liechtenstein","Number","Passenger",":"
"2014","Liechtenstein","Number","Pedestrian",":"
"2014","Norway","Number","Driver","102"
"2014","Norway","Number","Passenger","27"
"2014","Norway","Number","Pedestrian","18"
"2014","Switzerland","Number","Driver","169"
"2014","Switzerland","Number","Passenger","31"
"2014","Switzerland","Number","Pedestrian","43"
"2015","Belgium","Number","Driver",":"
"2015","Belgium","Number","Passenger",":"
"2015","Belgium","Number","Pedestrian",":"
"2015","Bulgaria","Number","Driver",":"
"2015","Bulgaria","Number","Passenger",":"
"2015","Bulgaria","Number","Pedestrian",":"
"2015","Czech Republic","Number","Driver",":"
"2015","Czech Republic","Number","Passenger",":"
"2015","Czech Republic","Number","Pedestrian",":"
"2015","Denmark","Number","Driver",":"
"2015","Denmark","Number","Passenger",":"
"2015","Denmark","Number","Pedestrian",":"
"2015","Germany (until 1990 former territory of the FRG)","Number","Driver","2,484"
"2015","Germany (until 1990 former territory of the FRG)","Number","Passenger","430"
"2015","Germany (until 1990 former territory of the FRG)","Number","Pedestrian","545"
"2015","Estonia","Number","Driver","28"
"2015","Estonia","Number","Passenger","14"
"2015","Estonia","Number","Pedestrian","24"
"2015","Ireland","Number","Driver",":"
"2015","Ireland","Number","Passenger",":"
"2015","Ireland","Number","Pedestrian",":"
"2015","Greece","Number","Driver",":"
"2015","Greece","Number","Passenger",":"
"2015","Greece","Number","Pedestrian",":"
"2015","Spain","Number","Driver",":"
"2015","Spain","Number","Passenger",":"
"2015","Spain","Number","Pedestrian",":"
"2015","France","Number","Driver",":"
"2015","France","Number","Passenger",":"
"2015","France","Number","Pedestrian",":"
"2015","Croatia","Number","Driver","225"
"2015","Croatia","Number","Passenger","62"
"2015","Croatia","Number","Pedestrian","61"
"2015","Italy","Number","Driver",":"
"2015","Italy","Number","Passenger",":"
"2015","Italy","Number","Pedestrian",":"
"2015","Cyprus","Number","Driver","33"
"2015","Cyprus","Number","Passenger","8"
"2015","Cyprus","Number","Pedestrian","16"
"2015","Latvia","Number","Driver","85"
"2015","Latvia","Number","Passenger","40"
"2015","Latvia","Number","Pedestrian","63"
"2015","Lithuania","Number","Driver",":"
"2015","Lithuania","Number","Passenger",":"
"2015","Lithuania","Number","Pedestrian",":"
"2015","Luxembourg","Number","Driver","26"
"2015","Luxembourg","Number","Passenger","3"
"2015","Luxembourg","Number","Pedestrian","7"
"2015","Hungary","Number","Driver",":"
"2015","Hungary","Number","Passenger",":"
"2015","Hungary","Number","Pedestrian",":"
"2015","Malta","Number","Driver",":"
"2015","Malta","Number","Passenger",":"
"2015","Malta","Number","Pedestrian",":"
"2015","Netherlands","Number","Driver","403"
"2015","Netherlands","Number","Passenger","31"
"2015","Netherlands","Number","Pedestrian","60"
"2015","Austria","Number","Driver","332"
"2015","Austria","Number","Passenger","63"
"2015","Austria","Number","Pedestrian","84"
"2015","Poland","Number","Driver",":"
"2015","Poland","Number","Passenger",":"
"2015","Poland","Number","Pedestrian",":"
"2015","Portugal","Number","Driver",":"
"2015","Portugal","Number","Passenger",":"
"2015","Portugal","Number","Pedestrian",":"
"2015","Romania","Number","Driver","800"
"2015","Romania","Number","Passenger","444"
"2015","Romania","Number","Pedestrian","649"
"2015","Slovenia","Number","Driver",":"
"2015","Slovenia","Number","Passenger",":"
"2015","Slovenia","Number","Pedestrian",":"
"2015","Slovakia","Number","Driver",":"
"2015","Slovakia","Number","Passenger",":"
"2015","Slovakia","Number","Pedestrian",":"
"2015","Finland","Number","Driver","191"
"2015","Finland","Number","Passenger","43"
"2015","Finland","Number","Pedestrian","32"
"2015","Sweden","Number","Driver",":"
"2015","Sweden","Number","Passenger",":"
"2015","Sweden","Number","Pedestrian",":"
"2015","United Kingdom","Number","Driver",":"
"2015","United Kingdom","Number","Passenger",":"
"2015","United Kingdom","Number","Pedestrian",":"
"2015","Iceland","Number","Driver","9"
"2015","Iceland","Number","Passenger","6"
"2015","Iceland","Number","Pedestrian","1"
"2015","Liechtenstein","Number","Driver",":"
"2015","Liechtenstein","Number","Passenger",":"
"2015","Liechtenstein","Number","Pedestrian",":"
"2015","Norway","Number","Driver","84"
"2015","Norway","Number","Passenger","21"
"2015","Norway","Number","Pedestrian","12"
"2015","Switzerland","Number","Driver","168"
"2015","Switzerland","Number","Passenger","27"
"2015","Switzerland","Number","Pedestrian","58"
